reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
b0eec86f-505b-4db9-a867-8302bb681281,Khairunasir [IT Masian-Ping Loka Group],https://play-lh.googleusercontent.com/a-/AD_cMMQlnXdBBwJ9DH3F8cuGMqP2q8xhKiwQ8pL68hDxLXvDrQ1e,"Cuma mau cerita, pesen gofood dg pickup kondisi gerimis dan mendung,, saat order neh di cabang kirana 4, posisi persis di depan outlet, pas proses pembayaran tiba² lag koneksi, saat pembayaran terproses, malah diarahkan ke cabang kirana 1... duh muter² jadinya, mana hujan lagi... korban pickup pakai poin..🤭🤭🤭 dan tau ga, struk yg muncul pengambilan di cabang kirana 4... jadinya order 1, jd 2 dan bayar semua,,, kocak kan.",3,4,4.62.2,2023-03-09 09:48:33,"Hai Khairunasir, mohon maaf ya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya ya. ^Meta",2023-03-10 14:31:28,4.62.2,most_relevant,com.gojek.app
480c1b97-822e-42d8-96b7-60b344f29fe9,Fahmi Abdillah,https://play-lh.googleusercontent.com/a-/AD_cMMTtUHMUPfmdkEYs3XHYcRGC3G_oRMKjRwOOf6JC7IStNjtn,"Dear Gojek mohon perbaiki layanan Gojek Point Instant di Stasiun Pasar Turi Surabaya 1. Cust. diantar tidak sesuai urutan, saya didahului oleh 2 org antrian di belakang saya 2. Saya menunggu 30 menit pagi ini tidak ada yang datang 3. Terkesan pilih-pilih tarif tinggi terlebih dahulu, bukan sesuai urutan datang 4. Jika menggunakan regular harus jalan kaki sejauh 1-2 km dulu keluar stasiun",3,4,4.62.2,2023-03-12 07:49:01,"Hai Fahmi, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Viska",2023-03-13 10:03:44,4.62.2,most_relevant,com.gojek.app
b6f08cbd-cc32-4d7e-b268-1338136184cf,Dede Soegiharti,https://play-lh.googleusercontent.com/a-/AD_cMMSeE2pa1Xszep4nPZ7F8DEsFL0UqJ8GYbe4GAbp14OGTCk,Percuma ada promo utk motor / mobil tdk bs kepake : error quadrat. Baru bisa di pake jika tdk pake promonya. Kecewa dgn pelayanannya 🙃🙃🙃,3,4,4.62.2,2023-03-14 22:10:12,"Hi Dede, maaf atas kendalanya, sebelum melakukan pemesanan atau pembayaran pastikan kamu sudah klik Use Voucher/Gunakan Voucher terlebih dahulu. Jika masih mengalami kendala, silakan laporkan melalui menu Bantuan dengan mengetik ""Tidak bisa menggunakan voucher"" dan cantumkan kode psr-23-0074-0252-05893 di ""Ceritakan lebih lanjut"".^Viska",2023-03-15 09:47:34,4.62.2,most_relevant,com.gojek.app
67ad0ebc-7fe6-4259-bf52-56aee66fbd30,Baihaqi Abd,https://play-lh.googleusercontent.com/a-/AD_cMMQzsVFv64O8Cs1v31n1WVz6vhr2mP89w7wNJAa8bm20Zuc,"kenapa sekarang ngambil orderannya sampe 3 kilo terus Jek? sedangkan nganternya ga sampe 3 kilo. jadi kalo mau ngambil orderan agak gimana gitu, karena jauh ngambilnya doang, argo jadi ga masuk akal :)",3,1,4.63.2,2023-03-19 20:22:56,"Hai Baihaqi Abd, mohon maaf ya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Meta",2022-10-21 08:41:33,4.63.2,most_relevant,com.gojek.app
f6c50eaf-3554-4eea-9cb3-fc206d23feda,Aku Cuma ikut-ikutan,https://play-lh.googleusercontent.com/a-/AD_cMMQJdg9QMYY9NuwS3ya52AckI-34V7g31EaHdTn8Y7F_ew,"Sebelumnya udah bagus padahal, promo nya masuk akal dan murah murah,eh malah dapet vocer diskon yang membagong kan ,ku kira mungkin itu bug makanya ku lihat di playstore ternyata ada update baru dan langsung ku update, tapi ternyata tulisanya tak berubah ,waw Vocer diskon yang sangat familyfrenly diskon 5% max Rp10.000 ,sangat murah hati,tapi minimal pembeliannya ya gak Rp200.000 juga kocak...., saran aja sih kalau ga niat kasih vocer ,mending ga usah di kasih sekalian aja.",3,5,4.63.2,2023-03-21 11:00:33,"Hai, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Viska",2023-03-22 11:14:56,4.63.2,most_relevant,com.gojek.app
b1293230-3c05-4d04-bfbf-98778eb61ba8,jojo,https://play-lh.googleusercontent.com/a-/AD_cMMTAC0g9EiM_4LhjH16Os6kXfZHVY9HJR871SP8cdxDAbL4,"sebenarnya bagus kok gojek, cuma gatau aja akhir-akhir ini apk gojek ku gabisa buat digunakan. mau order goride, gocar, dan gofood selalu saja gabisa, setiap mau masang alamat selalu buffering aja, sinyal sekitar ku padahal udah bagus, udah coba hapus dan pasang apknya lagi, tapi hasilnya tetap sama. tolong ya gojek diperbaiki :( terima kasih",3,3,4.63.2,2023-03-21 23:01:35,"Hai Jojo, maaf atas kendalanya. Pastikan sinyal internet kamu stabil dan sudah menggunakan aplikasi Gojek versi terbaru. Jika kamu masih berkendala, silakan laporkan melalui menu 'Bantuan' dengan mengetik 'Kendala tampilan dan notifikasi', cantumkan psr-23-0081-0435-21673 pada bagian Tell Us More/ Ceritakan lebih lanjut. ^Viska",2023-03-22 11:30:33,4.63.2,most_relevant,com.gojek.app
9aaa082f-1a23-43c1-88b3-8d993aa8ab1b,Badrul Mustofa,https://play-lh.googleusercontent.com/a/AAcHTtcyqyfiLUgW3GLP0k97uf9koK6nEiCsVlIzyddBzKix=mo,Tolong di perbaiki masalah gofood reguler sama hemat enggak ada bedanya sama sekali.... Saat pakai voucher diskon dan ongkir hemat harga nggak berubah tidak sesuai dengan layanan yang di sediakan juga waktu estimasi juga masa buat apa di bedakan di hitung juga cuma beda tulisan reguler sama hemat hasil sama aja nggak ada perbedaan y... Terimakasih...,2,391,4.63.2,2023-03-25 11:16:17,"Hai Badrul Mustofa, mohon maaf ya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Meta",2023-03-26 11:44:27,4.63.2,most_relevant,com.gojek.app
e3ad1fde-0110-41fa-85b2-e797e3fb9a04,ritha chaerany chaerany,https://play-lh.googleusercontent.com/a-/AD_cMMS25fJjbwYdknlxFgs4YPS4Uj__MpOXaErtb-3gSDH6ZA,"Tampilan versi ini sangat membingungkan, terutama go send.. Alamat dan kontak yg sudah disimpan jadi tidak ada dan letaknya membingungkan, harap rubah kembali tampilannya seperti semula",2,275,4.63.2,2023-03-27 14:59:05,"Hai Ritha, mohon maaf ya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya ya. ^Meta",2023-03-28 12:24:39,4.63.2,most_relevant,com.gojek.app
5c4d5c87-d045-4499-ace8-50c00dcc5647,Daukas Nuarian,https://play-lh.googleusercontent.com/a-/AD_cMMRG4hwdxeAqN0fv_YpVEeXdZUEnpoyCXWqQCSHcB2XUAY8,"Sehabis Update sekarang ada Animasi ""Pembelian Berhasil"" setelah Pembelian Tiket Kereta di Go Transit (Saya gk tau Tiket lain juga atau tidak) Tapi mungkin ini masukan minor saja. Dengan adanya Animasi tersebut memperlambat Antrian di Taping Tiket Stasiun. Mungkin bisa diPercepat Animasinya atau diHilangkan 👌",3,1,4.64.2,2023-03-29 17:55:39,"Hai Daukas, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Viska",2023-03-30 13:16:53,4.64.2,most_relevant,com.gojek.app
7f187009-0110-4ef6-a021-90be956d3921,Zaenudin MZ,https://play-lh.googleusercontent.com/a-/AD_cMMQzyV5crVUam3FyLHYAgssc0eWziLFIfCE8S5pUSJCQOEo,"Bersiap siaplah menyusul JD.ID Goto ini 1. Tak punya jiwa kompetisi, padahal kompetitor baru mulai bermunculan dan berkembang 2. Tak ada inovasi baru ( monoton) cuma di situ2 saja 3. Cuma menaikan keuangan berlipat dengan dalih biaya ini itu, tanpa berpikir dampak ke depan 4. Lihatlah pelanggan anda sebagian sudah berpindah ke aplikasi sebelah ( masa tidak ada report dan kajian soal yang begini)",5,154,4.62.2,2023-04-03 09:06:33,,,4.62.2,most_relevant,com.gojek.app
ab18bbd2-9711-4201-8f32-34e3fe47c6bb,Rindy Anthika Putri,https://play-lh.googleusercontent.com/a-/AD_cMMTg4OMWqLT5qc3D3niqDyog4pQiglQVj27gQqeUsWpY7-Q,"Gopay & Gopaylater suka eror. Saat mau bayar tagihan/ pesen gofood malah ""tidak ada koneksi"" padahal pilih menu dll bisa. Percuma ada promo² makanan tapi ga bisa dipakai. Jadi males pakai gopay dan gopaylater",3,0,4.64.2,2023-04-05 12:09:53,"Hai Rindy, mohon maaf atas kendala yang kamu alami. Mengenai kendala tersebut, silakan laporkan melalui email ke customerservice@go-jek.com dengan melampirkan kode psr-23-0096-0721-50700 pada subject email agar tim kami bisa bantu cek lebih lanjut. ^Meta",2023-04-06 14:22:02,4.64.2,most_relevant,com.gojek.app
18448907-aa9c-4bd0-81da-3485a40a3832,Islam Fitri Ramadhana,https://play-lh.googleusercontent.com/a-/AD_cMMSUlva8wP254YiSKmoa6i9AYMuDq_KxfHvj3f32gZ6QjQ,"Mau hemat pake promo malah diarahanin cuma pasang Voucher Pack Purchase 30 hari, asli ga niat pasang beginian, ngikutin arahan bukannya hemat malah, kepotong 40rb cuma buat pasang paket begituan,, bukannya hemat malah jadi nombok pasang paket, dan ga bisa langsung chat customer untuk batalkan transaksi Karena ngikutin arahan aplikasi, jadi ngerasa kejebak, karena ga kepake tiap hari juga, dikarenakan penjelasan nya Go food plus, Jadi trauma punya saldo GO-PAY, tapi raib gara"" Ikut arahan 😂😪",3,0,4.64.2,2023-04-05 23:54:41,"Hai Islam Fitri, mohon maaf untuk kendalanya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya ya. ^Meta",2023-04-06 14:01:22,4.64.2,most_relevant,com.gojek.app
54357a63-8b21-4e3b-8782-ad906672088d,Anisa Bella,https://play-lh.googleusercontent.com/a-/AD_cMMT3IIOqBQiLJScza9I-rQwjKbsTs15GiPHxzO1sLxCS1MA,"Tolong min, kenapa setiap abis top up gopay, voucher Nye selalu hangus padahal masih ada sebelum top up. Giliran pas ada voucher malah gabisa nentuin titik jemput, alesan nya area di tutup. Klo voucher nya di lepas baru bisa. Makin gajelas",3,1,4.64.2,2023-04-06 05:58:17,"Hai Anisa Bella, mohon maaf untuk kendalanya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya ya. ^Meta",2023-04-08 14:31:20,4.64.2,most_relevant,com.gojek.app
47c9c6aa-1d4e-4d60-b522-5b8334c7d1cb,Yek Siang,https://play-lh.googleusercontent.com/a/AAcHTtfvXErho_kvI-u9ty_V9dttRHe7Uv2VHHN8NP3dUVou=mo,"Semua voucher yg ada diskon tidak bisa dipakai padahal pesanan sudah sesuai dengan minimal order,sangat berbeda sekali dengan grab yg dapat kita pilih diskonnya. Untuk gocarnya sangat jauh dari estimasi dari yg 2,4km tiba tiba menjadi 4,8km,jadinya waktu menunggu driver sangat lama",2,321,4.63.2,2023-04-06 15:52:07,"Hai, mohon maaf atas kendalanya. Terkait laporanmu, pastikan kode voucher yang dimasukkan sudah sesuai, ya. Jika masih tidak bisa, silakan laporkan melalui menu Bantuan dengan mengetik ""Tidak bisa menggunakan voucher"" dan cantumkan kode psr-23-0098-0546-45215 di ""Ceritakan lebih lanjut"".^Meta",2023-04-08 12:46:58,4.63.2,most_relevant,com.gojek.app
648c0336-8b50-4379-bcb2-4580c5c0ca01,Al-Ghani Desta Setyawan,https://play-lh.googleusercontent.com/a-/AD_cMMTpiA3b1d7cZYgArV-3haHzH2YUllXfDSBx6ej1Vv3cYjo,Permisi ya. Saya mau ngasih tau setelah update terbaru ini saya masih menemukan bug yaitu force close. Setiap saya mau mengakses salah satu layanan pasti saja selalu terjadi insiden force close ini. Hal ini juga dapat mempersulit para user untuk mengakses salah satu layanan. Saya harap bug ini segera di perbaiki,3,19,4.65.2,2023-04-09 21:59:45,"Hai Desta, maaf untuk kendalanya. Mohon pastikan sinyal internet kamu stabil, aktifkan App Permission/Izinkan Aplikasi dan logout kemudian login kembali. Jika masih mengalami kendala, silakan laporkan detailnya melalui email ke customerservice@go-jek.com dan mencantumkan kode psr-23-100-0530-01248 pada subjek email. ^Viska",2023-04-10 12:25:03,4.65.2,most_relevant,com.gojek.app
28f8b926-f17a-435f-9460-2b1bb478ba96,9-BINTANG WIDI N. A-PPLG 2,https://play-lh.googleusercontent.com/a-/AD_cMMTzEzC7asuQvF-Ne9_Qu4ziJPvbUqpQK2qQGeJuNUJ0wZU,"Sebelumnya untuk penggunaan saya jangka panjang di gojek baik baik saja, namun mengapa akhir akhir ini sekitar 2 bulan terkahir gojek sangat tidak enak dipakai, karena 1. Saya tidak bisa mengisi gopay padahal nomor tlp sudah benar alhasil uang saya terbuang percuma 2. Pesanan selalu di cancel 3. Pesanan tidak jelas mengapa tiba tiba bisa dapat drive yang malah sudah di dapat orang lain, dan driver yang seenaknya sendiri ketika dapat pesanan dicancel dari sananya dan sering error dari saya&driver",3,112,4.65.2,2023-04-11 19:45:11,"Hai Bintang, mohon maaf atas kendala yang kamu alami. Mengenai kendala tersebut, silakan laporkan melalui email ke customerservice@go-jek.com dengan melampirkan kode psr-23-102-0516-27750 pada subject email agar tim kami bisa bantu cek lebih lanjut. ^Meta",2023-04-12 12:16:37,4.65.2,most_relevant,com.gojek.app
55f7dd32-0bab-47cf-b879-0e9b020065b3,ARC Kun,https://play-lh.googleusercontent.com/a-/AD_cMMRSuv5pk-AoMAGf_FctsgpxrFpbcjjET5uxw5SMb4XAqw,"Kecewa, sering pakek padahal udah bagus-bagus eh malah sekarang kek di PHP in sama apk nih. Masa ada driver kosong Deket loh gak ke ambil, aku udah nunggu dapet driver sampe 1jam gak dapet-dapet di kasih tau pada sibuk pesanan, lah itu driver nunggu pesanan di sebelah ku gak jauh tapi gak ke ambil, ini system nya gimana!!!! Dahlah pindah aja malas sama nih apk",3,0,4.63.1,2023-04-12 13:27:28,"Hai, mohon maaf atas kendalanya. Kesulitan untuk mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau karena tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali. Silakan laporkan melalui menu Bantuan jika kamu memiliki pertanyaan atau kendala lain ya. ^Meta",2023-04-14 08:13:13,4.63.1,most_relevant,com.gojek.app
781d1186-4bf6-488e-b3da-933845e069a8,Aliw Kim,https://play-lh.googleusercontent.com/a-/AD_cMMR_8x5EXifWK7lMlmlyls_g4BnGptfT9NVEBedFV5A7Ng,"Halo gojek, mau komplain ini setiap pemasangan promo tulisan pakai ny kadang ga muncul jadi di refresh dulu, trus kadang opsi milih kek nge freeze ga bisa ditekan padahal yang lain bisa, jadi ga bisa check out gofud nya... Trus kadang aplikasi nya lama loading ... Tolong semoga kedepannya lebih baik plisss makasiiih tetep with bangtan yaa wkwk",3,5,4.65.2,2023-04-12 21:51:54,"Hai Aliw Kim, maaf atas kendalanya. Pastikan sinyal internet kamu stabil dan sudah menggunakan aplikasi Gojek versi terbaru. Jika kamu masih berkendala, silakan laporkan melalui menu 'Bantuan' dengan mengetik 'Kendala tampilan dan notifikasi', cantumkan psr-23-104-0055-57434 pada bagian Tell Us More/ Ceritakan lebih lanjut. ^Meta",2023-04-14 07:56:07,4.65.2,most_relevant,com.gojek.app
6a2a002f-ba9b-412d-bf36-19374b9c1f91,Joyy,https://play-lh.googleusercontent.com/a-/AD_cMMSbq_TcCKkw388SLZBNKWjVYKmzT_uQqbJYqaC4YKFGRQ,"Banyak driver disekitar waktu saya mencari godrive, harga jg sdh naik krn lagi rame, tp ttp tidak ada satupun driver yg menerima saya..tapi ini bukan tentang driver..😭😭😭",3,1,4.65.2,2023-04-13 14:16:38,"Hai Joyy, mohon maaf atas kendalanya. Kesulitan untuk mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau karena tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali. Silakan laporkan melalui menu Bantuan jika kamu memiliki pertanyaan atau kendala lain ya. ^Meta",2023-04-14 12:44:43,4.65.2,most_relevant,com.gojek.app
afb9871f-1374-4876-ba74-8666b83bcacf,Tasya Syifaunajah,https://play-lh.googleusercontent.com/a-/AD_cMMT3nCTJf2lU4ieD2y7CDwTD8edibDvEL74Sq_4RRk-62Hc,"Tolong diperbaiki. Kenapa saya harus mengalami 2 kali eror? Aplikasi sudah versi terbaru. Internet tidak ada masalah tapi sudah 2 kali saya mendapatkan eror yang berbeda. Pertama, saya klik pesan sekali, setelah itu loading tanpa henti dan app tidak merespon. Tiba-tiba dapat notif pemesanan 3 kali. Kedua, navigasi/maps tidak berjalan seperti biasa. Saya memilih alamat yang saya kunjungi tiap hari tapi hari ini tidak terdeteksi. Semua, alamat mana pun, yang biasa saya kunjungi seperti itu.",3,175,4.65.2,2023-04-14 17:10:30,"Hai Tasya, maaf atas kendalanya. Pastikan sinyal internet kamu stabil dan sudah menggunakan aplikasi Gojek versi terbaru. Jika kamu masih berkendala, silakan laporkan melalui menu 'Bantuan' dengan mengetik 'Masalah GPS', cantumkan psr-23-106-0554-42257 pada bagian Tell Us More/ Ceritakan lebih lanjut. ^Meta",2023-04-16 12:55:03,4.65.2,most_relevant,com.gojek.app
