waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Siang,Hujan Lokal,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Hujan Lokal,45,90,67.5,24,34,29.0
Dini Hari,Hujan Lokal,45,90,67.5,24,34,29.0
Siang,Hujan Lokal,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Hujan Petir,45,90,67.5,24,34,29.0
Dini Hari,Hujan Lokal,45,90,67.5,24,34,29.0
Siang,Berawan,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Berawan,45,90,67.5,24,34,29.0
Dini Hari,Hujan Ringan,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Hujan Lokal,45,90,67.5,24,34,29.0
Dini Hari,Hujan Ringan,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,50,90,70.0,23,35,29.0
Pagi,Cerah Berawan,50,90,70.0,23,35,29.0
Malam,Berawan,50,90,70.0,23,35,29.0
Dini Hari,Cerah Berawan,50,90,70.0,23,35,29.0
Siang,Cerah Berawan,50,90,70.0,23,35,29.0
Pagi,Cerah Berawan,50,90,70.0,23,35,29.0
Malam,Berawan,50,90,70.0,23,35,29.0
Dini Hari,Cerah Berawan,50,90,70.0,23,35,29.0
Siang,Berawan,50,90,70.0,23,35,29.0
Pagi,Cerah Berawan,50,90,70.0,23,35,29.0
Malam,Berawan,50,90,70.0,23,35,29.0
Dini Hari,Cerah Berawan,50,90,70.0,23,35,29.0
Siang,Hujan Lokal,50,90,70.0,23,35,29.0
Pagi,Cerah Berawan,50,90,70.0,23,35,29.0
Malam,Hujan Lokal,50,90,70.0,23,35,29.0
Dini Hari,Cerah Berawan,50,90,70.0,23,35,29.0
Siang,Cerah Berawan,50,90,70.0,23,35,29.0
Pagi,Cerah Berawan,50,90,70.0,23,35,29.0
Malam,Berawan,50,90,70.0,23,35,29.0
Dini Hari,Cerah Berawan,50,90,70.0,23,35,29.0
Siang,Berawan,50,90,70.0,23,35,29.0
Pagi,Cerah Berawan,50,90,70.0,23,35,29.0
Malam,Berawan,50,90,70.0,23,35,29.0
Dini Hari,Cerah Berawan,50,90,70.0,23,35,29.0
Siang,Cerah,60,85,72.5,25,35,30.0
Pagi,Cerah Berawan,60,85,72.5,25,35,30.0
Malam,Cerah,60,85,72.5,25,35,30.0
Dini Hari,Cerah Berawan,60,85,72.5,25,35,30.0
Siang,Cerah Berawan,60,85,72.5,25,35,30.0
Pagi,Cerah Berawan,60,85,72.5,25,35,30.0
Malam,Berawan,60,85,72.5,25,35,30.0
Dini Hari,Cerah Berawan,60,85,72.5,25,35,30.0
Siang,Hujan Lokal,60,85,72.5,25,35,30.0
Pagi,Cerah Berawan,60,85,72.5,25,35,30.0
Malam,Berawan,60,85,72.5,25,35,30.0
Dini Hari,Cerah Berawan,60,85,72.5,25,35,30.0
Siang,Hujan Lokal,60,85,72.5,25,35,30.0
Pagi,Cerah Berawan,60,85,72.5,25,35,30.0
Malam,Berawan,60,85,72.5,25,35,30.0
Dini Hari,Cerah Berawan,60,85,72.5,25,35,30.0
Siang,Cerah Berawan,60,85,72.5,25,35,30.0
Pagi,Cerah Berawan,60,85,72.5,25,35,30.0
Malam,Berawan,60,85,72.5,25,35,30.0
Dini Hari,Cerah Berawan,60,85,72.5,25,35,30.0
Siang,Cerah Berawan,60,85,72.5,25,35,30.0
Pagi,Cerah Berawan,60,85,72.5,25,35,30.0
Malam,Berawan,60,85,72.5,25,35,30.0
Dini Hari,Cerah Berawan,60,85,72.5,25,35,30.0
Siang,Berawan,55,85,70.0,25,33,29.0
Pagi,Cerah Berawan,55,85,70.0,25,33,29.0
Malam,Berawan,55,85,70.0,25,33,29.0
Dini Hari,Cerah Berawan,55,85,70.0,25,33,29.0
Siang,Berawan,55,85,70.0,25,33,29.0
Pagi,Cerah Berawan,55,85,70.0,25,33,29.0
Malam,Berawan,55,85,70.0,25,33,29.0
Dini Hari,Cerah Berawan,55,85,70.0,25,33,29.0
Siang,Hujan Lokal,55,85,70.0,25,33,29.0
Pagi,Cerah Berawan,55,85,70.0,25,33,29.0
Malam,Berawan,55,85,70.0,25,33,29.0
Dini Hari,Cerah Berawan,55,85,70.0,25,33,29.0
Siang,Hujan Lokal,55,85,70.0,25,33,29.0
Pagi,Cerah Berawan,55,85,70.0,25,33,29.0
Malam,Berawan,55,85,70.0,25,33,29.0
Dini Hari,Berawan,55,85,70.0,25,33,29.0
Siang,Berawan,55,85,70.0,25,33,29.0
Pagi,Cerah Berawan,55,85,70.0,25,33,29.0
Malam,Berawan,55,85,70.0,25,33,29.0
Dini Hari,Cerah Berawan,55,85,70.0,25,33,29.0
Siang,Berawan,55,85,70.0,25,33,29.0
Pagi,Cerah Berawan,55,85,70.0,25,33,29.0
Malam,Berawan,55,85,70.0,25,33,29.0
Dini Hari,Cerah Berawan,55,85,70.0,25,33,29.0
Siang,Cerah Berawan,45,80,62.5,24,35,29.5
Pagi,Cerah Berawan,45,80,62.5,24,35,29.5
Malam,Cerah Berawan,45,80,62.5,24,35,29.5
Dini Hari,Berawan,45,80,62.5,24,35,29.5
Siang,Cerah Berawan,45,80,62.5,24,35,29.5
Pagi,Cerah Berawan,45,80,62.5,24,35,29.5
Malam,Cerah Berawan,45,80,62.5,24,35,29.5
Dini Hari,Berawan,45,80,62.5,24,35,29.5
Siang,Cerah Berawan,45,80,62.5,24,35,29.5
Pagi,Cerah Berawan,45,80,62.5,24,35,29.5
Malam,Cerah Berawan,45,80,62.5,24,35,29.5
Dini Hari,Berawan,45,80,62.5,24,35,29.5
Siang,Berawan,45,80,62.5,24,35,29.5
Pagi,Cerah Berawan,45,80,62.5,24,35,29.5
Malam,Cerah Berawan,45,80,62.5,24,35,29.5
Dini Hari,Berawan,45,80,62.5,24,35,29.5
Siang,Cerah Berawan,45,80,62.5,24,35,29.5
Pagi,Cerah Berawan,45,80,62.5,24,35,29.5
Malam,Cerah Berawan,45,80,62.5,24,35,29.5
Dini Hari,Berawan,45,80,62.5,24,35,29.5
Siang,Cerah Berawan,45,80,62.5,24,35,29.5
Pagi,Cerah Berawan,45,80,62.5,24,35,29.5
Malam,Cerah Berawan,45,80,62.5,24,35,29.5
Dini Hari,Berawan,45,80,62.5,24,35,29.5
Siang,Cerah Berawan,35,80,57.5,25,35,30.0
Pagi,Berawan,35,80,57.5,25,35,30.0
Malam,Cerah Berawan,35,80,57.5,25,35,30.0
Dini Hari,Cerah Berawan,35,80,57.5,25,35,30.0
Siang,Cerah Berawan,35,80,57.5,25,35,30.0
Pagi,Cerah Berawan,35,80,57.5,25,35,30.0
Malam,Cerah Berawan,35,80,57.5,25,35,30.0
Dini Hari,Cerah Berawan,35,80,57.5,25,35,30.0
Siang,Cerah Berawan,35,80,57.5,25,35,30.0
Pagi,Cerah Berawan,35,80,57.5,25,35,30.0
Malam,Cerah Berawan,35,80,57.5,25,35,30.0
Dini Hari,Cerah Berawan,35,80,57.5,25,35,30.0
Siang,Cerah Berawan,35,80,57.5,25,35,30.0
Pagi,Cerah Berawan,35,80,57.5,25,35,30.0
Malam,Cerah Berawan,35,80,57.5,25,35,30.0
Dini Hari,Cerah Berawan,35,80,57.5,25,35,30.0
Siang,Cerah Berawan,35,80,57.5,25,35,30.0
Pagi,Cerah Berawan,35,80,57.5,25,35,30.0
Malam,Cerah Berawan,35,80,57.5,25,35,30.0
Dini Hari,Cerah Berawan,35,80,57.5,25,35,30.0
Siang,Cerah Berawan,35,80,57.5,25,35,30.0
Pagi,Cerah Berawan,35,80,57.5,25,35,30.0
Malam,Cerah Berawan,35,80,57.5,25,35,30.0
Dini Hari,Cerah Berawan,35,80,57.5,25,35,30.0
Siang,Cerah Berawan,45,85,65.0,24,34,29.0
Pagi,Berawan,45,85,65.0,24,34,29.0
Malam,Cerah,45,85,65.0,24,34,29.0
Dini Hari,Cerah Berawan,45,85,65.0,24,34,29.0
Siang,Cerah Berawan,45,85,65.0,24,34,29.0
Pagi,Berawan,45,85,65.0,24,34,29.0
Malam,Cerah Berawan,45,85,65.0,24,34,29.0
Dini Hari,Cerah Berawan,45,85,65.0,24,34,29.0
Siang,Cerah Berawan,45,85,65.0,24,34,29.0
Pagi,Cerah Berawan,45,85,65.0,24,34,29.0
Malam,Cerah Berawan,45,85,65.0,24,34,29.0
Dini Hari,Cerah Berawan,45,85,65.0,24,34,29.0
Siang,Cerah Berawan,45,85,65.0,24,34,29.0
Pagi,Cerah Berawan,45,85,65.0,24,34,29.0
Malam,Cerah Berawan,45,85,65.0,24,34,29.0
Dini Hari,Cerah Berawan,45,85,65.0,24,34,29.0
Siang,Cerah Berawan,45,85,65.0,24,34,29.0
Pagi,Cerah Berawan,45,85,65.0,24,34,29.0
Malam,Cerah Berawan,45,85,65.0,24,34,29.0
Dini Hari,Berawan,45,85,65.0,24,34,29.0
Siang,Cerah Berawan,45,85,65.0,24,34,29.0
Pagi,Cerah Berawan,45,85,65.0,24,34,29.0
Malam,Cerah Berawan,45,85,65.0,24,34,29.0
Dini Hari,Cerah Berawan,45,85,65.0,24,34,29.0
Siang,Cerah,40,90,65.0,24,35,29.5
Pagi,Cerah,40,90,65.0,24,35,29.5
Malam,Cerah,40,90,65.0,24,35,29.5
Dini Hari,Cerah Berawan,40,90,65.0,24,35,29.5
Siang,Cerah,40,90,65.0,24,35,29.5
Pagi,Cerah,40,90,65.0,24,35,29.5
Malam,Cerah Berawan,40,90,65.0,24,35,29.5
Dini Hari,Berawan,40,90,65.0,24,35,29.5
Siang,Cerah,40,90,65.0,24,35,29.5
Pagi,Cerah,40,90,65.0,24,35,29.5
Malam,Cerah Berawan,40,90,65.0,24,35,29.5
Dini Hari,Berawan,40,90,65.0,24,35,29.5
Siang,Cerah,40,90,65.0,24,35,29.5
Pagi,Cerah,40,90,65.0,24,35,29.5
Malam,Cerah Berawan,40,90,65.0,24,35,29.5
Dini Hari,Cerah Berawan,40,90,65.0,24,35,29.5
Siang,Cerah,40,90,65.0,24,35,29.5
Pagi,Cerah,40,90,65.0,24,35,29.5
Malam,Cerah Berawan,40,90,65.0,24,35,29.5
Dini Hari,Berawan,40,90,65.0,24,35,29.5
Siang,Cerah,40,90,65.0,24,35,29.5
Pagi,Cerah,40,90,65.0,24,35,29.5
Malam,Cerah Berawan,40,90,65.0,24,35,29.5
Dini Hari,Berawan,40,90,65.0,24,35,29.5
Siang,Cerah Berawan,50,90,70.0,25,33,29.0
Pagi,Berawan,50,90,70.0,25,33,29.0
Malam,Berawan,50,90,70.0,25,33,29.0
Dini Hari,Cerah Berawan,50,90,70.0,25,33,29.0
Siang,Cerah Berawan,50,90,70.0,25,33,29.0
Pagi,Cerah Berawan,50,90,70.0,25,33,29.0
Malam,Berawan,50,90,70.0,25,33,29.0
Dini Hari,Cerah Berawan,50,90,70.0,25,33,29.0
Siang,Berawan,50,90,70.0,25,33,29.0
Pagi,Cerah Berawan,50,90,70.0,25,33,29.0
Malam,Berawan,50,90,70.0,25,33,29.0
Dini Hari,Cerah Berawan,50,90,70.0,25,33,29.0
Siang,Berawan,50,90,70.0,25,33,29.0
Pagi,Cerah Berawan,50,90,70.0,25,33,29.0
Malam,Berawan,50,90,70.0,25,33,29.0
Dini Hari,Cerah Berawan,50,90,70.0,25,33,29.0
Siang,Cerah Berawan,50,90,70.0,25,33,29.0
Pagi,Cerah Berawan,50,90,70.0,25,33,29.0
Malam,Berawan,50,90,70.0,25,33,29.0
Dini Hari,Cerah Berawan,50,90,70.0,25,33,29.0
Siang,Berawan,50,90,70.0,25,33,29.0
Pagi,Cerah Berawan,50,90,70.0,25,33,29.0
Malam,Berawan,50,90,70.0,25,33,29.0
Dini Hari,Cerah Berawan,50,90,70.0,25,33,29.0
Siang,Berawan,55,90,72.5,25,33,29.0
Pagi,Cerah Berawan,55,90,72.5,25,33,29.0
Malam,Berawan,55,90,72.5,25,33,29.0
Dini Hari,Berawan,55,90,72.5,25,33,29.0
Siang,Berawan,55,90,72.5,25,33,29.0
Pagi,Cerah Berawan,55,90,72.5,25,33,29.0
Malam,Berawan,55,90,72.5,25,33,29.0
Dini Hari,Berawan,55,90,72.5,25,33,29.0
Siang,Berawan,55,90,72.5,25,33,29.0
Pagi,Cerah Berawan,55,90,72.5,25,33,29.0
Malam,Berawan,55,90,72.5,25,33,29.0
Dini Hari,Berawan,55,90,72.5,25,33,29.0
Siang,Hujan Lokal,55,90,72.5,25,33,29.0
Pagi,Cerah Berawan,55,90,72.5,25,33,29.0
Malam,Berawan,55,90,72.5,25,33,29.0
Dini Hari,Berawan,55,90,72.5,25,33,29.0
Siang,Berawan,55,90,72.5,25,33,29.0
Pagi,Cerah Berawan,55,90,72.5,25,33,29.0
Malam,Berawan,55,90,72.5,25,33,29.0
Dini Hari,Berawan,55,90,72.5,25,33,29.0
Siang,Berawan,55,90,72.5,25,33,29.0
Pagi,Cerah Berawan,55,90,72.5,25,33,29.0
Malam,Berawan,55,90,72.5,25,33,29.0
Dini Hari,Berawan,55,90,72.5,25,33,29.0
Siang,Berawan,70,90,80.0,25,33,29.0
Pagi,Hujan Lokal,70,90,80.0,25,33,29.0
Malam,Cerah Berawan,70,90,80.0,25,33,29.0
Dini Hari,Hujan Lokal,70,90,80.0,25,33,29.0
Siang,Berawan,70,90,80.0,25,33,29.0
Pagi,Berawan,70,90,80.0,25,33,29.0
Malam,Berawan,70,90,80.0,25,33,29.0
Dini Hari,Berawan,70,90,80.0,25,33,29.0
Siang,Hujan Petir,70,90,80.0,25,33,29.0
Pagi,Cerah Berawan,70,90,80.0,25,33,29.0
Malam,Hujan Lokal,70,90,80.0,25,33,29.0
Dini Hari,Berawan,70,90,80.0,25,33,29.0
Siang,Hujan Lokal,70,90,80.0,25,33,29.0
Pagi,Cerah Berawan,70,90,80.0,25,33,29.0
Malam,Hujan Lokal,70,90,80.0,25,33,29.0
Dini Hari,Berawan,70,90,80.0,25,33,29.0
Siang,Berawan,70,90,80.0,25,33,29.0
Pagi,Berawan,70,90,80.0,25,33,29.0
Malam,Berawan,70,90,80.0,25,33,29.0
Dini Hari,Berawan,70,90,80.0,25,33,29.0
Siang,Berawan,70,90,80.0,25,33,29.0
Pagi,Berawan,70,90,80.0,25,33,29.0
Malam,Hujan Lokal,70,90,80.0,25,33,29.0
Dini Hari,Berawan,70,90,80.0,25,33,29.0
Siang,Cerah Berawan,55,85,70.0,24,33,28.5
Pagi,Berawan,55,85,70.0,24,33,28.5
Malam,Berawan,55,85,70.0,24,33,28.5
Dini Hari,Berawan,55,85,70.0,24,33,28.5
Siang,Berawan,55,85,70.0,24,33,28.5
Pagi,Berawan,55,85,70.0,24,33,28.5
Malam,Berawan,55,85,70.0,24,33,28.5
Dini Hari,Berawan,55,85,70.0,24,33,28.5
Siang,Berawan,55,85,70.0,24,33,28.5
Pagi,Cerah Berawan,55,85,70.0,24,33,28.5
Malam,Berawan,55,85,70.0,24,33,28.5
Dini Hari,Berawan,55,85,70.0,24,33,28.5
Siang,Cerah Berawan,55,85,70.0,24,33,28.5
Pagi,Cerah Berawan,55,85,70.0,24,33,28.5
Malam,Berawan,55,85,70.0,24,33,28.5
Dini Hari,Berawan,55,85,70.0,24,33,28.5
Siang,Berawan,55,85,70.0,24,33,28.5
Pagi,Cerah Berawan,55,85,70.0,24,33,28.5
Malam,Berawan,55,85,70.0,24,33,28.5
Dini Hari,Berawan,55,85,70.0,24,33,28.5
Siang,Cerah Berawan,55,85,70.0,24,33,28.5
Pagi,Cerah Berawan,55,85,70.0,24,33,28.5
Malam,Berawan,55,85,70.0,24,33,28.5
Dini Hari,Berawan,55,85,70.0,24,33,28.5
Siang,Cerah Berawan,50,85,67.5,25,34,29.5
Pagi,Berawan,50,85,67.5,25,34,29.5
Malam,Cerah Berawan,50,85,67.5,25,34,29.5
Dini Hari,Cerah Berawan,50,85,67.5,25,34,29.5
Siang,Cerah Berawan,50,85,67.5,25,34,29.5
Pagi,Cerah Berawan,50,85,67.5,25,34,29.5
Malam,Cerah Berawan,50,85,67.5,25,34,29.5
Dini Hari,Cerah Berawan,50,85,67.5,25,34,29.5
Siang,Cerah Berawan,50,85,67.5,25,34,29.5
Pagi,Cerah Berawan,50,85,67.5,25,34,29.5
Malam,Berawan,50,85,67.5,25,34,29.5
Dini Hari,Cerah Berawan,50,85,67.5,25,34,29.5
Siang,Berawan,50,85,67.5,25,34,29.5
Pagi,Cerah Berawan,50,85,67.5,25,34,29.5
Malam,Berawan,50,85,67.5,25,34,29.5
Dini Hari,Berawan,50,85,67.5,25,34,29.5
Siang,Cerah Berawan,50,85,67.5,25,34,29.5
Pagi,Cerah Berawan,50,85,67.5,25,34,29.5
Malam,Cerah Berawan,50,85,67.5,25,34,29.5
Dini Hari,Cerah Berawan,50,85,67.5,25,34,29.5
Siang,Cerah Berawan,50,85,67.5,25,34,29.5
Pagi,Cerah Berawan,50,85,67.5,25,34,29.5
Malam,Berawan,50,85,67.5,25,34,29.5
Dini Hari,Cerah Berawan,50,85,67.5,25,34,29.5
Siang,Cerah Berawan,40,75,57.5,23,34,28.5
Pagi,Cerah Berawan,40,75,57.5,23,34,28.5
Malam,Cerah Berawan,40,75,57.5,23,34,28.5
Dini Hari,Cerah Berawan,40,75,57.5,23,34,28.5
Siang,Cerah Berawan,40,75,57.5,23,34,28.5
Pagi,Cerah Berawan,40,75,57.5,23,34,28.5
Malam,Cerah Berawan,40,75,57.5,23,34,28.5
Dini Hari,Cerah Berawan,40,75,57.5,23,34,28.5
Siang,Cerah Berawan,40,75,57.5,23,34,28.5
Pagi,Cerah Berawan,40,75,57.5,23,34,28.5
Malam,Cerah Berawan,40,75,57.5,23,34,28.5
Dini Hari,Cerah Berawan,40,75,57.5,23,34,28.5
Siang,Cerah Berawan,40,75,57.5,23,34,28.5
Pagi,Cerah Berawan,40,75,57.5,23,34,28.5
Malam,Cerah Berawan,40,75,57.5,23,34,28.5
Dini Hari,Cerah Berawan,40,75,57.5,23,34,28.5
Siang,Cerah Berawan,40,75,57.5,23,34,28.5
Pagi,Cerah Berawan,40,75,57.5,23,34,28.5
Malam,Cerah Berawan,40,75,57.5,23,34,28.5
Dini Hari,Cerah Berawan,40,75,57.5,23,34,28.5
Siang,Cerah Berawan,40,75,57.5,23,34,28.5
Pagi,Cerah Berawan,40,75,57.5,23,34,28.5
Malam,Cerah Berawan,40,75,57.5,23,34,28.5
Dini Hari,Cerah Berawan,40,75,57.5,23,34,28.5
Siang,Cerah,45,90,67.5,24,34,29.0
Pagi,Cerah,45,90,67.5,24,34,29.0
Malam,Cerah,45,90,67.5,24,34,29.0
Dini Hari,Cerah,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,45,90,67.5,24,34,29.0
Pagi,Cerah,45,90,67.5,24,34,29.0
Malam,Cerah,45,90,67.5,24,34,29.0
Dini Hari,Cerah,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Cerah,45,90,67.5,24,34,29.0
Dini Hari,Cerah,45,90,67.5,24,34,29.0
Siang,Cerah,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Cerah,45,90,67.5,24,34,29.0
Dini Hari,Cerah,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,45,90,67.5,24,34,29.0
Pagi,Cerah,45,90,67.5,24,34,29.0
Malam,Cerah,45,90,67.5,24,34,29.0
Dini Hari,Cerah,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,45,90,67.5,24,34,29.0
Pagi,Cerah Berawan,45,90,67.5,24,34,29.0
Malam,Cerah,45,90,67.5,24,34,29.0
Dini Hari,Cerah,45,90,67.5,24,34,29.0
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Cerah,60,90,75.0,24,33,28.5
Malam,Cerah Berawan,60,90,75.0,24,33,28.5
Dini Hari,Cerah Berawan,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Cerah Berawan,60,90,75.0,24,33,28.5
Dini Hari,Cerah Berawan,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Cerah Berawan,60,90,75.0,24,33,28.5
Dini Hari,Cerah Berawan,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Cerah Berawan,60,90,75.0,24,33,28.5
Dini Hari,Cerah Berawan,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Cerah Berawan,60,90,75.0,24,33,28.5
Dini Hari,Cerah Berawan,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,60,90,75.0,24,33,28.5
Pagi,Cerah Berawan,60,90,75.0,24,33,28.5
Malam,Cerah Berawan,60,90,75.0,24,33,28.5
Dini Hari,Cerah Berawan,60,90,75.0,24,33,28.5
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah Berawan,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah Berawan,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Hujan Lokal,45,80,62.5,22,34,28.0
Pagi,Cerah Berawan,45,80,62.5,22,34,28.0
Malam,Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Hujan Lokal,45,80,62.5,22,34,28.0
Pagi,Cerah Berawan,45,80,62.5,22,34,28.0
Malam,Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah Berawan,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah Berawan,45,80,62.5,22,34,28.0
Malam,Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,45,80,62.5,22,34,28.0
Pagi,Cerah,45,80,62.5,22,34,28.0
Malam,Cerah Berawan,45,80,62.5,22,34,28.0
Dini Hari,Cerah Berawan,45,80,62.5,22,34,28.0
Siang,Cerah Berawan,40,85,62.5,23,34,28.5
Pagi,Cerah Berawan,40,85,62.5,23,34,28.5
Malam,Cerah Berawan,40,85,62.5,23,34,28.5
Dini Hari,Cerah Berawan,40,85,62.5,23,34,28.5
Siang,Cerah Berawan,40,85,62.5,23,34,28.5
Pagi,Cerah Berawan,40,85,62.5,23,34,28.5
Malam,Cerah Berawan,40,85,62.5,23,34,28.5
Dini Hari,Cerah Berawan,40,85,62.5,23,34,28.5
Siang,Cerah Berawan,40,85,62.5,23,34,28.5
Pagi,Cerah Berawan,40,85,62.5,23,34,28.5
Malam,Cerah Berawan,40,85,62.5,23,34,28.5
Dini Hari,Cerah Berawan,40,85,62.5,23,34,28.5
Siang,Berawan,40,85,62.5,23,34,28.5
Pagi,Cerah Berawan,40,85,62.5,23,34,28.5
Malam,Cerah Berawan,40,85,62.5,23,34,28.5
Dini Hari,Cerah Berawan,40,85,62.5,23,34,28.5
Siang,Cerah Berawan,40,85,62.5,23,34,28.5
Pagi,Cerah Berawan,40,85,62.5,23,34,28.5
Malam,Cerah Berawan,40,85,62.5,23,34,28.5
Dini Hari,Cerah Berawan,40,85,62.5,23,34,28.5
Siang,Cerah Berawan,40,85,62.5,23,34,28.5
Pagi,Cerah Berawan,40,85,62.5,23,34,28.5
Malam,Cerah Berawan,40,85,62.5,23,34,28.5
Dini Hari,Cerah Berawan,40,85,62.5,23,34,28.5
Siang,Berawan,65,95,80.0,24,32,28.0
Pagi,Berawan,65,95,80.0,24,32,28.0
Malam,Berawan,65,95,80.0,24,32,28.0
Dini Hari,Cerah Berawan,65,95,80.0,24,32,28.0
Siang,Berawan,65,95,80.0,24,32,28.0
Pagi,Berawan,65,95,80.0,24,32,28.0
Malam,Berawan,65,95,80.0,24,32,28.0
Dini Hari,Cerah Berawan,65,95,80.0,24,32,28.0
Siang,Hujan Lokal,65,95,80.0,24,32,28.0
Pagi,Berawan Tebal,65,95,80.0,24,32,28.0
Malam,Berawan,65,95,80.0,24,32,28.0
Dini Hari,Cerah Berawan,65,95,80.0,24,32,28.0
Siang,Hujan Petir,65,95,80.0,24,32,28.0
Pagi,Berawan Tebal,65,95,80.0,24,32,28.0
Malam,Hujan Lokal,65,95,80.0,24,32,28.0
Dini Hari,Cerah Berawan,65,95,80.0,24,32,28.0
Siang,Hujan Lokal,65,95,80.0,24,32,28.0
Pagi,Berawan,65,95,80.0,24,32,28.0
Malam,Berawan,65,95,80.0,24,32,28.0
Dini Hari,Cerah Berawan,65,95,80.0,24,32,28.0
Siang,Hujan Lokal,65,95,80.0,24,32,28.0
Pagi,Berawan,65,95,80.0,24,32,28.0
Malam,Berawan,65,95,80.0,24,32,28.0
Dini Hari,Cerah Berawan,65,95,80.0,24,32,28.0
Siang,Berawan,60,90,75.0,24,34,29.0
Pagi,Cerah Berawan,60,90,75.0,24,34,29.0
Malam,Berawan,60,90,75.0,24,34,29.0
Dini Hari,Hujan Ringan,60,90,75.0,24,34,29.0
Siang,Berawan,60,90,75.0,24,34,29.0
Pagi,Cerah Berawan,60,90,75.0,24,34,29.0
Malam,Berawan,60,90,75.0,24,34,29.0
Dini Hari,Hujan Lokal,60,90,75.0,24,34,29.0
Siang,Hujan Ringan,60,90,75.0,24,34,29.0
Pagi,Cerah Berawan,60,90,75.0,24,34,29.0
Malam,Berawan,60,90,75.0,24,34,29.0
Dini Hari,Berawan,60,90,75.0,24,34,29.0
Siang,Hujan Lokal,60,90,75.0,24,34,29.0
Pagi,Cerah Berawan,60,90,75.0,24,34,29.0
Malam,Berawan,60,90,75.0,24,34,29.0
