Date,TransactionID,CustomerID,ProductID,StoreID,Qty,TotalAmount,StoreName,GroupStore,Type,Latitude,Longitude,Age,Gender,Marital Status,Income,Product Name,Price
2022-01-03,TR13285,244,P1,14,3,26400,Priangan,Priangan,Modern Trade,-5.45,105.26667,21,True,Single,3.64,Choco Bar,8800
2022-01-03,TR18419,444,P3,13,5,37500,Buana,Buana,General Trade,-1.26916,116.825264,53,False,Married,15.31,Crackers,7500
2022-01-03,TR22859,445,P5,6,2,8400,Lingga,Lingga,Modern Trade,-5.135399,119.42379,51,False,Married,14.48,Thai Tea,4200
2022-01-03,TR31256,285,P5,11,5,21000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,20,False,Single,0.0,Thai Tea,4200
2022-01-03,TR31756,365,P6,6,4,72000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,28,False,Single,6.05,Cashew,18000
2022-01-03,TR33164,342,P2,4,4,12800,Gita Ginara,Gita,General Trade,-6.966667,110.416664,48,True,Married,13.55,Ginger Candy ,3200
2022-01-03,TR37464,213,P7,9,2,18800,Lingga,Lingga,Modern Trade,-3.654703,128.190643,24,True,Single,5.72,Coffee Candy,9400
2022-01-03,TR38919,179,P2,3,5,16000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,25,True,Single,5.95,Ginger Candy ,3200
2022-01-03,TR39596,440,P1,11,5,44000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,40,False,Married,3.47,Choco Bar,8800
2022-01-03,TR46900,13,P7,13,4,37600,Buana,Buana,General Trade,-1.26916,116.825264,23,False,Single,2.03,Coffee Candy,9400
2022-01-03,TR47958,311,P1,3,9,79200,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,61,True,Married,7.64,Choco Bar,8800
2022-01-03,TR75077,65,P4,6,2,24000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,38,False,Married,4.36,Potato Chip,12000
2022-01-03,TR78899,313,P2,2,7,22400,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,46,False,Married,15.39,Ginger Candy ,3200
2022-01-03,TR87330,236,P5,11,2,8400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,28,False,Married,3.13,Thai Tea,4200
2022-01-03,TR93040,346,P3,12,2,15000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,62,False,Married,5.08,Crackers,7500
2022-01-03,TR93130,2,P2,5,5,16000,Bonafid,Gita,General Trade,-7.250445,112.768845,60,True,Married,6.23,Ginger Candy ,3200
2022-01-03,TR94809,393,P1,2,7,61600,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,22,False,Single,0.0,Choco Bar,8800
2022-01-04,TR12024,141,P5,7,3,12600,Buana Indah,Buana,General Trade,3.316694,114.590111,65,True,Married,9.94,Thai Tea,4200
2022-01-04,TR14822,18,P6,3,1,18000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,47,False,Married,13.6,Cashew,18000
2022-01-04,TR1570,167,P1,2,10,88000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,28,True,Married,2.91,Choco Bar,8800
2022-01-04,TR20448,374,P5,6,3,12600,Lingga,Lingga,Modern Trade,-5.135399,119.42379,32,False,Single,5.4,Thai Tea,4200
2022-01-04,TR21840,374,P9,7,6,60000,Buana Indah,Buana,General Trade,3.316694,114.590111,32,False,Single,5.4,Yoghurt,10000
2022-01-04,TR21972,423,P4,5,4,48000,Bonafid,Gita,General Trade,-7.250445,112.768845,22,False,Married,3.55,Potato Chip,12000
2022-01-04,TR22437,58,P3,5,6,45000,Bonafid,Gita,General Trade,-7.250445,112.768845,27,True,Married,4.43,Crackers,7500
2022-01-04,TR25887,341,P10,7,4,60000,Buana Indah,Buana,General Trade,3.316694,114.590111,43,True,Married,3.24,Cheese Stick,15000
2022-01-04,TR27834,33,P5,7,3,12600,Buana Indah,Buana,General Trade,3.316694,114.590111,53,False,Married,17.11,Thai Tea,4200
2022-01-04,TR30075,162,P6,12,2,36000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,49,False,Married,11.46,Cashew,18000
2022-01-04,TR36163,90,P9,7,1,10000,Buana Indah,Buana,General Trade,3.316694,114.590111,21,True,Single,0.0,Yoghurt,10000
2022-01-04,TR37604,282,P6,6,2,36000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,55,False,Married,11.38,Cashew,18000
2022-01-04,TR4534,207,P9,1,7,70000,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,35,True,Married,10.54,Yoghurt,10000
2022-01-04,TR48845,305,P8,12,3,48000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,29,True,Married,4.08,Oat,16000
2022-01-04,TR49237,447,P9,14,5,50000,Priangan,Priangan,Modern Trade,-5.45,105.26667,54,True,Married,20.37,Yoghurt,10000
2022-01-04,TR5146,282,P5,6,4,16800,Lingga,Lingga,Modern Trade,-5.135399,119.42379,55,False,Married,11.38,Thai Tea,4200
2022-01-04,TR52485,17,P3,10,6,45000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,35,False,Married,3.14,Crackers,7500
2022-01-04,TR55166,57,P8,10,2,32000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,33,True,Married,6.5,Oat,16000
2022-01-04,TR56815,112,P3,5,6,45000,Bonafid,Gita,General Trade,-7.250445,112.768845,31,True,Married,4.44,Crackers,7500
2022-01-04,TR59552,428,P4,13,3,36000,Buana,Buana,General Trade,-1.26916,116.825264,60,True,Married,4.49,Potato Chip,12000
2022-01-04,TR61040,360,P8,14,2,32000,Priangan,Priangan,Modern Trade,-5.45,105.26667,54,False,Married,35.78,Oat,16000
2022-01-04,TR67389,445,P4,2,2,24000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,51,False,Married,14.48,Potato Chip,12000
2022-01-04,TR68241,75,P7,5,3,28200,Bonafid,Gita,General Trade,-7.250445,112.768845,34,False,Married,9.69,Coffee Candy,9400
2022-01-04,TR75263,150,P2,12,5,16000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,61,True,Married,8.56,Ginger Candy ,3200
2022-01-04,TR76612,327,P2,13,3,9600,Buana,Buana,General Trade,-1.26916,116.825264,50,False,Married,12.41,Ginger Candy ,3200
2022-01-04,TR95087,135,P10,5,2,30000,Bonafid,Gita,General Trade,-7.250445,112.768845,41,False,Married,3.28,Cheese Stick,15000
2022-01-05,TR13665,401,P2,11,7,22400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,45,False,Married,4.08,Ginger Candy ,3200
2022-01-05,TR1691,209,P9,3,7,70000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,47,False,Single,2.55,Yoghurt,10000
2022-01-05,TR23081,199,P7,6,3,28200,Lingga,Lingga,Modern Trade,-5.135399,119.42379,41,False,Married,7.9,Coffee Candy,9400
2022-01-05,TR29792,282,P10,4,1,15000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,55,False,Married,11.38,Cheese Stick,15000
2022-01-05,TR30598,183,P2,13,5,16000,Buana,Buana,General Trade,-1.26916,116.825264,27,True,Single,0.18,Ginger Candy ,3200
2022-01-05,TR33393,150,P6,8,1,18000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,61,True,Married,8.56,Cashew,18000
2022-01-05,TR33979,64,P10,5,1,15000,Bonafid,Gita,General Trade,-7.250445,112.768845,48,True,Married,7.92,Cheese Stick,15000
2022-01-05,TR40009,417,P1,7,4,35200,Buana Indah,Buana,General Trade,3.316694,114.590111,47,True,Married,12.75,Choco Bar,8800
2022-01-05,TR4708,387,P3,11,4,30000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,36,False,Married,9.1,Crackers,7500
2022-01-05,TR4847,163,P9,14,1,10000,Priangan,Priangan,Modern Trade,-5.45,105.26667,47,True,Married,6.3,Yoghurt,10000
2022-01-05,TR51192,164,P7,9,3,28200,Lingga,Lingga,Modern Trade,-3.654703,128.190643,18,True,Single,0.0,Coffee Candy,9400
2022-01-05,TR61800,59,P2,13,4,12800,Buana,Buana,General Trade,-1.26916,116.825264,46,True,Married,10.57,Ginger Candy ,3200
2022-01-05,TR70439,302,P9,2,1,10000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,51,False,Married,15.43,Yoghurt,10000
2022-01-05,TR72254,383,P5,1,3,12600,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,39,False,Married,3.27,Thai Tea,4200
2022-01-05,TR73071,134,P4,12,4,48000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,50,False,Married,18.62,Potato Chip,12000
2022-01-05,TR79845,165,P5,13,4,16800,Buana,Buana,General Trade,-1.26916,116.825264,44,True,Married,14.58,Thai Tea,4200
2022-01-05,TR87163,177,P2,8,6,19200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,33,True,Married,8.06,Ginger Candy ,3200
2022-01-05,TR9022,280,P8,2,3,48000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,60,True,Married,9.57,Oat,16000
2022-01-05,TR98209,118,P5,4,5,21000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,20,True,Single,3.28,Thai Tea,4200
2022-01-06,TR1082,370,P6,6,4,72000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,26,True,Single,1.28,Cashew,18000
2022-01-06,TR16657,109,P3,4,4,30000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,35,True,Married,10.04,Crackers,7500
2022-01-06,TR24757,365,P3,5,5,37500,Bonafid,Gita,General Trade,-7.250445,112.768845,28,False,Single,6.05,Crackers,7500
2022-01-06,TR27474,265,P7,1,2,18800,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,62,True,Married,9.07,Coffee Candy,9400
2022-01-06,TR58676,190,P3,1,5,37500,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,34,True,Married,8.85,Crackers,7500
2022-01-06,TR63359,447,P5,3,2,8400,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,54,True,Married,20.37,Thai Tea,4200
2022-01-06,TR66253,245,P5,11,4,16800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,26,True,Married,4.58,Thai Tea,4200
2022-01-06,TR74887,326,P9,9,1,10000,Lingga,Lingga,Modern Trade,-3.654703,128.190643,24,True,Single,2.69,Yoghurt,10000
2022-01-06,TR77072,103,P9,3,5,50000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,31,True,Single,4.01,Yoghurt,10000
2022-01-06,TR77974,76,P2,6,5,16000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,38,True,Married,7.88,Ginger Candy ,3200
2022-01-06,TR7848,169,P2,12,7,22400,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,34,False,Married,3.97,Ginger Candy ,3200
2022-01-06,TR84367,112,P9,10,2,20000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,31,True,Married,4.44,Yoghurt,10000
2022-01-06,TR85951,235,P2,11,6,19200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,37,False,Married,5.35,Ginger Candy ,3200
2022-01-06,TR86477,56,P5,11,4,16800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,20,True,Single,1.0,Thai Tea,4200
2022-01-06,TR99691,404,P2,11,6,19200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,22,False,Single,2.69,Ginger Candy ,3200
2022-01-07,TR13063,242,P5,10,3,12600,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,56,True,Married,6.98,Thai Tea,4200
2022-01-07,TR13980,306,P5,12,2,8400,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,49,False,Married,16.52,Thai Tea,4200
2022-01-07,TR14209,109,P7,5,3,28200,Bonafid,Gita,General Trade,-7.250445,112.768845,35,True,Married,10.04,Coffee Candy,9400
2022-01-07,TR15338,168,P9,10,7,70000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,27,False,Married,4.88,Yoghurt,10000
2022-01-07,TR18491,122,P8,12,1,16000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,26,True,Single,0.14,Oat,16000
2022-01-07,TR20122,396,P3,2,3,22500,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,36,True,Married,9.18,Crackers,7500
2022-01-07,TR26498,14,P9,10,5,50000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,58,True,Married,10.18,Yoghurt,10000
2022-01-07,TR27011,390,P3,5,4,30000,Bonafid,Gita,General Trade,-7.250445,112.768845,20,True,Single,3.7,Crackers,7500
2022-01-07,TR35672,63,P10,11,3,45000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,58,False,Married,10.78,Cheese Stick,15000
2022-01-07,TR36833,41,P3,14,2,15000,Priangan,Priangan,Modern Trade,-5.45,105.26667,51,False,Married,16.42,Crackers,7500
2022-01-07,TR4110,445,P2,1,7,22400,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,51,False,Married,14.48,Ginger Candy ,3200
2022-01-07,TR43466,118,P8,13,1,16000,Buana,Buana,General Trade,-1.26916,116.825264,20,True,Single,3.28,Oat,16000
2022-01-07,TR44592,238,P4,8,3,36000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,26,False,Single,6.61,Potato Chip,12000
2022-01-07,TR46432,335,P3,9,1,7500,Lingga,Lingga,Modern Trade,-3.654703,128.190643,29,True,Single,4.74,Crackers,7500
2022-01-07,TR5410,94,P2,3,7,22400,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,53,False,Married,12.94,Ginger Candy ,3200
2022-01-07,TR60066,251,P10,7,4,60000,Buana Indah,Buana,General Trade,3.316694,114.590111,45,True,Married,3.38,Cheese Stick,15000
2022-01-07,TR60222,206,P9,5,5,50000,Bonafid,Gita,General Trade,-7.250445,112.768845,68,False,Married,8.3,Yoghurt,10000
2022-01-07,TR60228,1,P3,9,5,37500,Lingga,Lingga,Modern Trade,-3.654703,128.190643,55,True,Married,5.12,Crackers,7500
2022-01-07,TR68742,214,P2,11,7,22400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,52,False,Married,13.14,Ginger Candy ,3200
2022-01-07,TR71131,87,P9,8,5,50000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,44,True,Married,9.57,Yoghurt,10000
2022-01-07,TR72787,293,P8,2,1,16000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,54,False,Married,10.4,Oat,16000
2022-01-07,TR77432,431,P7,11,2,18800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,40,True,Married,9.51,Coffee Candy,9400
2022-01-07,TR79479,107,P7,7,5,47000,Buana Indah,Buana,General Trade,3.316694,114.590111,38,True,Married,9.85,Coffee Candy,9400
2022-01-07,TR88599,438,P10,3,1,15000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,36,True,Single,5.43,Cheese Stick,15000
2022-01-07,TR92085,378,P10,14,1,15000,Priangan,Priangan,Modern Trade,-5.45,105.26667,54,False,Married,14.66,Cheese Stick,15000
2022-01-07,TR9874,348,P9,1,7,70000,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,29,True,Married,4.64,Yoghurt,10000
2022-01-07,TR98897,233,P6,11,4,72000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,43,True,Married,5.69,Cashew,18000
2022-01-08,TR14097,14,P6,4,2,36000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,58,True,Married,10.18,Cashew,18000
2022-01-08,TR16315,191,P2,14,5,16000,Priangan,Priangan,Modern Trade,-5.45,105.26667,35,True,Married,8.3,Ginger Candy ,3200
2022-01-08,TR16655,86,P5,6,5,21000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,60,True,Married,9.54,Thai Tea,4200
2022-01-08,TR17167,56,P8,7,3,48000,Buana Indah,Buana,General Trade,3.316694,114.590111,20,True,Single,1.0,Oat,16000
2022-01-08,TR17636,432,P4,9,5,60000,Lingga,Lingga,Modern Trade,-3.654703,128.190643,35,True,Married,9.79,Potato Chip,12000
2022-01-08,TR20788,90,P8,13,1,16000,Buana,Buana,General Trade,-1.26916,116.825264,21,True,Single,0.0,Oat,16000
2022-01-08,TR31798,93,P5,11,2,8400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,32,False,Married,4.85,Thai Tea,4200
2022-01-08,TR5342,41,P4,2,3,36000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,51,False,Married,16.42,Potato Chip,12000
2022-01-08,TR59109,7,P5,2,5,21000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,31,False,Married,4.57,Thai Tea,4200
2022-01-08,TR63511,395,P1,4,4,35200,Gita Ginara,Gita,General Trade,-6.966667,110.416664,28,False,Married,3.39,Choco Bar,8800
2022-01-08,TR67910,361,P5,7,2,8400,Buana Indah,Buana,General Trade,3.316694,114.590111,26,True,Single,0.06,Thai Tea,4200
2022-01-08,TR69555,221,P4,4,3,36000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,23,True,Single,7.5,Potato Chip,12000
2022-01-08,TR70767,72,P9,3,5,50000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,26,False,Single,1.81,Yoghurt,10000
2022-01-08,TR81266,49,P9,7,3,30000,Buana Indah,Buana,General Trade,3.316694,114.590111,44,True,Married,13.48,Yoghurt,10000
2022-01-08,TR86513,393,P1,6,2,17600,Lingga,Lingga,Modern Trade,-5.135399,119.42379,22,False,Single,0.0,Choco Bar,8800
2022-01-08,TR9305,9,P1,3,6,52800,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,33,False,Married,9.92,Choco Bar,8800
2022-01-09,TR7470,153,P3,7,2,15000,Buana Indah,Buana,General Trade,3.316694,114.590111,36,True,Married,9.54,Crackers,7500
2022-01-09,TR77543,55,P5,4,3,12600,Gita Ginara,Gita,General Trade,-6.966667,110.416664,34,True,Married,8.44,Thai Tea,4200
2022-01-09,TR82183,444,P5,8,3,12600,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,53,False,Married,15.31,Thai Tea,4200
2022-01-09,TR83657,36,P5,2,3,12600,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,32,True,Married,10.4,Thai Tea,4200
2022-01-09,TR86268,413,P3,11,5,37500,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,31,False,Married,8.8,Crackers,7500
2022-01-09,TR92136,140,P7,5,4,37600,Bonafid,Gita,General Trade,-7.250445,112.768845,54,False,Married,9.57,Coffee Candy,9400
2022-01-09,TR96869,103,P2,9,4,12800,Lingga,Lingga,Modern Trade,-3.654703,128.190643,31,True,Single,4.01,Ginger Candy ,3200
2022-01-09,TR98274,146,P5,3,3,12600,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,27,False,Married,3.16,Thai Tea,4200
2022-01-10,TR1658,112,P7,7,5,47000,Buana Indah,Buana,General Trade,3.316694,114.590111,31,True,Married,4.44,Coffee Candy,9400
2022-01-10,TR16684,390,P3,10,3,22500,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,20,True,Single,3.7,Crackers,7500
2022-01-10,TR17971,199,P4,10,4,48000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,41,False,Married,7.9,Potato Chip,12000
2022-01-10,TR20639,11,P3,10,2,15000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,42,False,Married,12.25,Crackers,7500
2022-01-10,TR26746,116,P1,12,4,35200,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,51,True,Married,15.77,Choco Bar,8800
2022-01-10,TR34994,366,P10,14,3,45000,Priangan,Priangan,Modern Trade,-5.45,105.26667,18,False,Single,0.0,Cheese Stick,15000
2022-01-10,TR40987,69,P1,11,10,88000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,26,False,Single,2.84,Choco Bar,8800
2022-01-10,TR42458,415,P6,12,3,54000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,44,False,Married,18.57,Cashew,18000
2022-01-10,TR51955,380,P5,1,4,16800,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,40,False,Married,5.77,Thai Tea,4200
2022-01-10,TR54757,354,P1,9,4,35200,Lingga,Lingga,Modern Trade,-3.654703,128.190643,53,True,Married,16.94,Choco Bar,8800
2022-01-10,TR57626,263,P9,3,2,20000,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,40,True,Married,10.21,Yoghurt,10000
2022-01-10,TR65092,137,P3,2,5,37500,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,34,True,Married,6.36,Crackers,7500
2022-01-10,TR65271,391,P10,2,1,15000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,26,False,Married,4.98,Cheese Stick,15000
2022-01-10,TR72090,31,P10,1,5,75000,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,38,False,Married,9.61,Cheese Stick,15000
2022-01-10,TR72149,263,P5,11,4,16800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,40,True,Married,10.21,Thai Tea,4200
2022-01-10,TR75274,278,P5,4,5,21000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,31,True,Married,9.76,Thai Tea,4200
2022-01-10,TR75925,393,P4,6,2,24000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,22,False,Single,0.0,Potato Chip,12000
2022-01-10,TR80747,177,P5,8,5,21000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,33,True,Married,8.06,Thai Tea,4200
2022-01-10,TR83318,18,P10,7,3,45000,Buana Indah,Buana,General Trade,3.316694,114.590111,47,False,Married,13.6,Cheese Stick,15000
2022-01-10,TR85958,176,P5,9,3,12600,Lingga,Lingga,Modern Trade,-3.654703,128.190643,54,True,Married,18.32,Thai Tea,4200
2022-01-10,TR89612,414,P8,12,1,16000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,21,True,Single,0.74,Oat,16000
2022-01-10,TR90125,273,P9,4,7,70000,Gita Ginara,Gita,General Trade,-6.966667,110.416664,27,True,Married,3.32,Yoghurt,10000
2022-01-11,TR15497,87,P8,5,2,32000,Bonafid,Gita,General Trade,-7.250445,112.768845,44,True,Married,9.57,Oat,16000
2022-01-11,TR20178,97,P2,12,5,16000,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,51,True,Married,20.22,Ginger Candy ,3200
2022-01-11,TR20754,44,P5,10,2,8400,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,40,False,Married,10.65,Thai Tea,4200
2022-01-11,TR22206,22,P6,9,1,18000,Lingga,Lingga,Modern Trade,-3.654703,128.190643,34,False,Single,9.91,Cashew,18000
2022-01-11,TR24608,119,P4,6,3,36000,Lingga,Lingga,Modern Trade,-5.135399,119.42379,26,True,Single,5.54,Potato Chip,12000
2022-01-11,TR26267,327,P4,5,5,60000,Bonafid,Gita,General Trade,-7.250445,112.768845,50,False,Married,12.41,Potato Chip,12000
2022-01-11,TR27979,297,P8,2,1,16000,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,41,True,Married,12.13,Oat,16000
2022-01-11,TR29181,282,P4,13,4,48000,Buana,Buana,General Trade,-1.26916,116.825264,55,False,Married,11.38,Potato Chip,12000
2022-01-11,TR31161,251,P6,1,1,18000,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,45,True,Married,3.38,Cashew,18000
2022-01-11,TR37219,411,P5,11,2,8400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,19,True,Single,0.0,Thai Tea,4200
