umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
38.0,Laki-laki,Pegawai swasta,Samarinda,5777159.014821779,0,0,78.9289085813026,168.24969788343122,Merpati,1,S1,0.2993999883015508
37.0,Perempuan,Freelance,Surabaya,13767989.011245292,0,1,62.02898062209918,162.81090265814007,Shoulder & Head,1,S1,0.46737104760648573
52.0,Perempuan,PNS,Pangkalpinang,5017832.479140014,0,0,49.882604680826496,160.58171785022935,Merpati,1,SMA,0.5107729329565975
33.0,Laki-laki,Freelance,Mamuju,7895491.665685048,0,0,50.739754881155754,151.3944369838365,Moonsilk,1,S1,0.26379054216120523
45.0,Perempuan,Pegawai swasta,Pontianak,9440019.327220447,0,0,64.25406953619975,166.69389832915564,Merpati,1,S1,0.2477152119768092
41.0,Perempuan,PNS,Palembang,5304095.390972817,0,1,64.64418808281901,161.2194955270078,Pantone,1,SMA,0.7012422614610693
34.0,Laki-laki,Pegawai swasta,Gorontalo,3816546.4832558003,0,0,54.15952322221734,155.23706704251885,Pantone,0,S2,0.2669040945744655
35.0,Perempuan,Freelance,Banda Aceh,13063322.853578001,0,0,47.710643163809486,154.61966593297902,Moonsilk,1,S2,0.15687178321845952
42.0,Laki-laki,PNS,Surabaya,17335940.233527303,0,1,53.491265562128056,153.45859384973028,Pantone,1,S1,0.8879903630431745
58.0,Perempuan,Pegawai swasta,Mamuju,6589283.4735742835,0,0,58.228889518248536,166.5905250181682,Shoulder & Head,0,SD,0.3021129230599053
34.0,Laki-laki,Pegawai swasta,Medan,8090443.747014031,0,0,51.231481535351605,154.5730238451889,Shoulder & Head,0,S1,0.19140308903625988
50.0,Laki-laki,Pegawai swasta,Palu,7430302.516309463,0,0,49.28677822141211,165.66542559005424,Moonsilk,0,SMA,0.2517035084234427
39.0,Laki-laki,Pegawai swasta,Sofifi,6430401.97293971,0,0,52.94035414928253,165.3259243973182,Pantone,1,SMP,0.3166370968814741
35.0,Laki-laki,PNS,Banjarmasin,6445696.912033945,0,0,53.25786443745096,155.9543042176598,Moonsilk,0,S1,0.3087287651649576
41.0,Laki-laki,Pegawai swasta,Palangkaraya,8928094.328554917,0,0,59.34030248979842,161.46702766639817,Shoulder & Head,0,S1,0.3824306563391572
46.0,Laki-laki,PNS,Pontianak,7393121.681626319,0,0,52.03417954012716,155.1585640204377,Moonsilk,0,SMA,0.38723701773991576
46.0,Laki-laki,Pegawai swasta,Kendari,4048905.0912958556,0,0,46.311318886109625,155.24999606717256,Merpati,0,S2,0.30147682790544666
42.0,Laki-laki,Pegawai swasta,Jayapura,13523074.141406689,0,0,53.27396423839589,154.93498538501643,Merpati,0,SD,0.3074851098406834
36.0,Laki-laki,Freelance,Tanjung Pinang,10667760.016324522,0,0,77.60101079708889,164.6565479110965,Shoulder & Head,0,S2,0.19191942979752594
39.0,Perempuan,PNS,Banda Aceh,14616101.278586661,0,0,44.85237608477966,153.18838756116818,Shoulder & Head,1,S1,0.2916805769471254
36.0,Laki-laki,Pegawai swasta,Padang,7488820.837943146,0,0,48.17066169279228,149.2090017992238,Merpati,0,SMA,0.1435316187753592
39.0,Laki-laki,PNS,Mataram,7086298.912451212,0,0,49.35042494446132,151.5437077219069,Pantone,1,S1,0.3825318305890647
38.0,Laki-laki,Freelance,Ambon,9595934.97158752,0,0,51.796494930972884,157.080822828821,Pantone,0,S1,0.14272207217430316
53.0,Perempuan,PNS,Bandung,10274626.404117255,0,0,82.4537363709014,161.38940004050136,Pantone,0,S1,0.3778486862323922
31.0,Perempuan,Pegawai swasta,Padang,13405990.16925613,0,0,60.34298349389502,152.8527995337886,Moonsilk,0,S1,0.07883145821315496
37.0,Perempuan,PNS,Palembang,11601810.684881838,0,0,49.0819371489945,154.25657321672685,Merpati,0,S1,0.3246929135936907
52.0,Laki-laki,PNS,Mataram,7967224.124951531,0,0,59.58810927343695,155.03846251861694,Deadbuoy,1,SMA,0.6923104163729179
53.0,Laki-laki,PNS,Manokwari,4417537.213081805,0,0,63.9969269810159,170.68282477320696,Deadbuoy,0,S1,0.4073557306070023
28.0,Perempuan,Pegawai swasta,Semarang,7220128.704032355,0,0,71.81999957904274,159.9671790598264,Pantone,1,S1,0.163058207057249
42.0,Laki-laki,PNS,Samarinda,9153055.497181907,0,1,50.68965040970425,152.29422788381797,Merpati,0,S1,0.6623005171890579
42.0,Laki-laki,PNS,Samarinda,10457204.204804841,0,0,50.35460018646022,152.10271831753866,Deadbuoy,1,S1,0.4794024612312991
57.0,Perempuan,PNS,Pangkalpinang,5814987.642814558,0,0,54.313244273855055,153.32975593576754,Deadbuoy,1,S1,0.5989135713801716
43.0,Laki-laki,Pegawai swasta,Manokwari,3176921.2164368764,0,0,58.87312066390221,165.33015016567745,Pantone,0,S2,0.358213676730914
40.0,Laki-laki,Pegawai swasta,Semarang,7710065.106561895,0,0,50.62253595064931,159.13061996575607,Moonsilk,1,S2,0.30755508296517425
35.0,Laki-laki,Pegawai swasta,Jakarta,13448767.18504347,0,0,52.58356908299082,153.29094467797532,Deadbuoy,0,S1,0.3172216670909933
27.0,Perempuan,Pegawai swasta,Ambon,12626604.726042133,0,0,52.76214183738731,157.03275127179552,Pantone,0,SMA,0.12803000926796984
31.0,Laki-laki,Pengangguran,Serang,4008469.9684794745,0,1,49.81060106196672,159.87242596016586,Shoulder & Head,0,S2,0.8711409030946219
35.0,Laki-laki,PNS,Sofifi,13086114.807544528,0,0,55.40996618561978,148.39847531347314,Shoulder & Head,1,S1,0.3829044499930235
36.0,Perempuan,PNS,Manokwari,10588599.4261123,0,0,53.143243333035876,163.00280674532496,Merpati,0,S1,0.2806945350479032
44.0,Perempuan,PNS,Jayapura,29332210.195095386,0,1,55.78709592060154,156.63505322717089,Moonsilk,1,SMA,0.8803194029601997
40.0,Laki-laki,Pengangguran,Banda Lampung,7156067.532237078,0,1,54.566691968030284,160.67887178333189,Merpati,1,S1,0.9168675021999102
45.0,Laki-laki,Freelance,Pangkalpinang,19801485.4145386,0,0,67.05812174181415,169.13909661764137,Merpati,1,S1,0.3039679639326815
46.0,Laki-laki,Pegawai swasta,Denpasar,19455793.874995302,0,1,50.469545126702236,158.39212551682195,Shoulder & Head,0,SMA,0.6807160559990852
41.0,Laki-laki,PNS,Palangkaraya,14423544.191291118,0,0,57.593885169385146,160.8690293488467,Shoulder & Head,1,S1,0.4839780377585987
47.0,Perempuan,Pegawai swasta,Banda Aceh,3139458.6438523782,0,1,59.601606047110124,153.45112418236923,Moonsilk,1,S1,0.6822444120924825
42.0,Laki-laki,Pegawai swasta,Banda Lampung,5035716.696451554,0,0,51.441940559669796,158.87072221842863,Moonsilk,0,SD,0.3177349751574896
37.0,Perempuan,PNS,Jayapura,3610090.4750048444,0,1,70.51962399827713,167.65200269544366,Pantone,0,SMA,0.5034327825560203
42.0,Perempuan,Pegawai swasta,Bandung,4391038.988406045,0,0,50.96592424732967,146.9110215852345,Merpati,0,SMA,0.30284243162285474
59.0,Laki-laki,Pegawai swasta,Bandung,22545228.397927668,1,0,57.01716010414998,159.90748998619495,Merpati,1,SMA,0.6293404346076138
45.0,Laki-laki,Pegawai swasta,Jayapura,6144356.794820063,0,0,56.14515606461086,160.09819211756286,Pantone,1,S1,0.45376429566276316
33.0,Laki-laki,Pegawai swasta,Padang,8604213.585798737,0,0,54.50343939214573,156.2490193800049,Deadbuoy,0,S1,0.15044860841936109
15.0,Laki-laki,Pegawai swasta,Samarinda,5160213.515430162,0,0,56.821591605448376,161.2340191380505,Merpati,0,SMA,0.15265414225673912
53.0,Laki-laki,Pengangguran,Kupang,8590899.832732553,0,0,48.82529161476736,155.50722675282418,Merpati,1,S1,0.8301450168757433
48.0,Laki-laki,Pegawai swasta,Jambi,14155583.547737269,0,1,54.523139433511275,158.26066158735154,Moonsilk,0,S1,0.6540596634378916
47.0,Perempuan,Pegawai swasta,Serang,2441228.0173821477,0,0,54.44695712849376,161.2377332904809,Shoulder & Head,1,S1,0.27938907362166177
43.0,Laki-laki,Freelance,Padang,4373387.935394508,0,1,48.59768603055083,149.93346344332568,Pantone,1,SD,0.6001524929619069
50.0,Laki-laki,PNS,Jayapura,4022406.030007323,0,0,43.69860460100728,154.07567524045174,Moonsilk,1,S1,0.5419919328473235
40.0,Laki-laki,Pegawai swasta,Palangkaraya,5915318.299661107,0,0,46.807045724775854,157.1257307238093,Merpati,1,SD,0.3388327286757104
54.0,Laki-laki,PNS,Medan,6341518.835192566,0,1,58.2850385085391,159.05115750147445,Deadbuoy,0,S1,0.8592378159939087
40.0,Laki-laki,PNS,Tanjung Pinang,11870242.436282707,0,0,64.28471591319482,163.0223456517462,Merpati,0,S2,0.28882252008247644
32.0,Laki-laki,PNS,Banda Aceh,14208123.686729634,0,0,63.71019419019198,164.03491464346928,Moonsilk,1,S1,0.46354949554186375
44.0,Perempuan,Pengangguran,Gorontalo,16697482.247113368,0,0,45.84726336339262,151.90273189697706,Merpati,1,S1,0.6612788298794388
34.0,Laki-laki,Pegawai swasta,Pekanbaru,4437582.016307113,0,0,53.484488973050745,151.8327650592062,Shoulder & Head,1,S1,0.34270066332090604
59.0,Laki-laki,Pegawai swasta,Mataram,4924570.788570588,1,0,43.6837054179945,148.55611810404142,Merpati,0,S1,0.614483695776549
25.0,Laki-laki,PNS,Yogyakarta,15633665.534768822,0,0,53.594026224820546,156.56804368522148,Pantone,0,S1,0.3896087770143714
30.0,Laki-laki,Pegawai swasta,Samarinda,7115746.610026582,0,1,62.91801165713454,150.79966875250642,Pantone,0,S1,0.539567746953591
50.0,Perempuan,Pegawai swasta,Banda Lampung,5422406.605883332,0,0,53.600126761220025,163.31017887189122,Shoulder & Head,1,SMA,0.2231211173442776
34.0,Perempuan,Pegawai swasta,Palangkaraya,10554931.944843242,0,0,68.89282126758593,167.0713419641959,Merpati,1,S1,0.22427943703315056
58.0,Perempuan,PNS,Mamuju,19093992.544351272,0,0,58.60433573909363,154.34040137503823,Pantone,1,S1,0.6190663215523644
25.0,Laki-laki,Pengangguran,Banda Aceh,11032391.580386061,0,1,63.85646308330735,155.8997470267474,Merpati,1,S1,0.9925241125129093
45.0,Laki-laki,PNS,Jambi,7507561.876836754,0,0,66.97891050768602,157.84881523791867,Pantone,1,SMP,0.5734645192218829
52.0,Laki-laki,Pegawai swasta,Padang,6497131.030644466,0,0,83.2457292400261,168.77613989665434,Deadbuoy,0,S1,0.42552903159030137
39.0,Laki-laki,Pegawai swasta,Makassar,10016669.811064195,0,0,64.91749304441896,153.41166944483615,Deadbuoy,0,S1,0.25548309719159656
31.0,Perempuan,PNS,Mataram,8164226.599085194,0,0,62.5792647175636,168.76540933011626,Shoulder & Head,1,SMA,0.32273623932482
42.0,Perempuan,Pegawai swasta,Gorontalo,12843911.733712086,0,0,49.02860466480843,153.36866873055368,Deadbuoy,0,SMA,0.30271870674299867
43.0,Perempuan,Pengangguran,Pontianak,11815181.471276492,0,0,53.353774924615045,145.93573820734798,Moonsilk,0,SMA,0.5390082471908415
49.0,Laki-laki,PNS,Banda Lampung,12937652.734715972,0,0,49.64506859069142,148.85991134087,Shoulder & Head,0,S1,0.37817529077213835
46.0,Laki-laki,Freelance,Tanjung Pinang,19068957.37383645,0,0,55.57433063221842,165.55738251665574,Shoulder & Head,1,S1,0.31827631704324594
43.0,Laki-laki,PNS,Jambi,11236312.07861988,0,0,50.398039495192926,151.55589925504708,Shoulder & Head,0,SMA,0.47990834759941575
44.0,Perempuan,Pegawai swasta,Jambi,9472638.528201666,0,0,56.199077376639124,156.93282188741546,Shoulder & Head,1,SMA,0.27007902786555105
56.0,Perempuan,Pengangguran,Manokwari,6856201.089765899,0,0,53.22938606951073,164.69069271933137,Moonsilk,0,S1,0.608991120450252
32.0,Laki-laki,Pegawai swasta,Manokwari,8352830.019355352,0,0,55.880259732411304,152.12908448620232,Pantone,1,S1,0.3251307214011557
34.0,Laki-laki,PNS,Ambon,8783353.808311649,0,0,57.76226580399266,159.39327601804763,Merpati,1,S1,0.46453535228587417
49.0,Perempuan,Freelance,Mataram,18593994.47452668,0,1,51.70678061942589,159.5035961983411,Merpati,0,S1,0.482015937729846
43.0,Perempuan,Pegawai swasta,Ambon,6469064.837052044,0,0,52.23316301390552,153.78003297580824,Moonsilk,0,S1,0.20840908359160148
52.0,Laki-laki,Pegawai swasta,Jambi,9109051.091586314,0,0,48.530369506388844,156.83242044423238,Deadbuoy,1,SMP,0.515846512256116
46.0,Laki-laki,Pegawai swasta,Gorontalo,11992707.410630716,0,0,70.98903114820922,166.55409136598016,Shoulder & Head,1,SMA,0.3764435619393753
34.0,Perempuan,PNS,Palembang,16735604.521125965,0,1,52.15957644812373,153.48666638926133,Shoulder & Head,0,S1,0.5469027981663153
51.0,Laki-laki,Pegawai swasta,Palangkaraya,13968343.688513959,0,0,49.9121780931365,157.34172213976274,Merpati,0,S1,0.43251017409802384
50.0,Laki-laki,PNS,Palangkaraya,7618566.721616531,0,0,49.58698860823502,159.08971633684055,Shoulder & Head,0,SMA,0.38878450095164924
49.0,Laki-laki,PNS,Makassar,9106666.604758343,0,0,65.20900584609421,163.40034571352572,Pantone,1,SMP,0.4907316320488208
33.0,Laki-laki,PNS,Banda Aceh,5245528.698037248,0,0,66.89448390160945,163.01346652951543,Merpati,1,S2,0.4216018205238457
29.0,Laki-laki,PNS,Surabaya,5206029.0857430715,0,0,48.37091262989381,156.09264450392038,Shoulder & Head,0,SD,0.2911097975878506
57.0,Laki-laki,Pegawai swasta,Mataram,13696929.289093768,0,0,51.37258450025924,152.48757441115586,Moonsilk,0,S1,0.4813488635470149
21.0,Laki-laki,Pengangguran,Denpasar,5262610.169975985,0,0,58.39922070894738,150.33305878925535,Moonsilk,0,S1,0.5084384060557937
44.0,Perempuan,PNS,Samarinda,5448507.261848556,0,0,51.48257457264353,152.96388696675007,Deadbuoy,1,S1,0.41737237076019695
49.0,Laki-laki,Pegawai swasta,Kendari,10621095.732232474,0,0,61.47400721133164,164.36103440136827,Shoulder & Head,1,S1,0.41533136362306516
38.0,Laki-laki,PNS,Sofifi,12970774.586872036,0,0,59.305853354405514,161.29619291638494,Merpati,0,S2,0.33591217133804924
28.0,Perempuan,Pegawai swasta,Yogyakarta,8330839.902109311,0,0,60.04779155883908,162.21665006764815,Moonsilk,0,S1,0.11873009977032574
50.0,Laki-laki,Pegawai swasta,Makassar,17195604.19070134,0,1,55.64288149137734,156.2014827008232,Shoulder & Head,1,SMA,0.6152648925313942
41.0,Laki-laki,PNS,Jakarta,10714066.959580354,0,0,63.152110151632954,164.91462009483573,Merpati,0,SMA,0.3953187171398488
37.0,Perempuan,Pegawai swasta,Tanjungselor,12787554.095522704,0,0,52.97064917105105,161.6855298362515,Pantone,1,SMA,0.2559789201304335
35.0,Laki-laki,Pegawai swasta,Kupang,5666093.456590338,0,0,47.48146539272913,151.82373257695443,Pantone,0,S1,0.24907552756232818
42.0,Laki-laki,PNS,Mamuju,7415999.735020791,0,0,60.26818010518855,160.238999303421,Deadbuoy,0,SMA,0.5173693747456578
31.0,Perempuan,PNS,Palu,9684281.874262936,0,0,48.42879667575779,163.11044016429588,Pantone,0,S1,0.3128390954741816
40.0,Laki-laki,Pegawai swasta,Bandung,6537769.860107779,0,0,67.37731757450436,160.22378696567134,Merpati,0,S1,0.22546652963719815
35.0,Laki-laki,PNS,Jayapura,11566262.209890772,0,1,60.81491149962821,165.926208248049,Shoulder & Head,0,S1,0.5724448936314913
40.0,Laki-laki,Pegawai swasta,Banjarmasin,9887114.909451503,0,1,53.13747993015036,161.54860226768164,Merpati,1,S1,0.6172983605042797
36.0,Perempuan,Pegawai swasta,Denpasar,6884507.593828244,0,0,74.1068525349969,160.04319041494645,Shoulder & Head,0,S2,0.061715135041312146
43.0,Laki-laki,PNS,Medan,5891276.191313352,0,0,55.36066642891578,156.35200984478064,Pantone,1,SMA,0.5565037419844604
48.0,Laki-laki,PNS,Samarinda,29377424.28842241,0,0,64.33637633030187,162.89694231120987,Shoulder & Head,1,SMA,0.634095042957564
29.0,Laki-laki,PNS,Surabaya,23090178.418240424,0,0,63.55908985493912,159.0981825304473,Merpati,0,S1,0.30634411615621665
50.0,Laki-laki,,Kupang,6834071.446283747,0,0,51.26041068218679,155.53199711955958,Shoulder & Head,0,S1,0.29754175816278294
61.0,Perempuan,PNS,Tanjung Pinang,7499080.6680939,1,0,53.459804017480195,161.17866233021527,Shoulder & Head,1,S1,0.6474649685236812
41.0,Perempuan,Pegawai swasta,Makassar,9938255.26285186,0,0,50.06539617024144,162.06321171709254,Shoulder & Head,1,S1,0.26475832096137375
37.0,Laki-laki,Pegawai swasta,Tanjungselor,6846572.305269034,0,1,50.74164913251103,147.38738128823235,Deadbuoy,0,SMA,0.5886329608161925
28.0,Perempuan,Freelance,Samarinda,10900781.58968602,0,0,64.46881925160035,161.70142284465422,Moonsilk,1,S2,0.1336841529693345
53.0,Laki-laki,PNS,Kupang,3178615.3906985307,0,0,52.51669055064325,167.47555946885262,Moonsilk,1,SMA,0.5786582139247606
52.0,Laki-laki,Pegawai swasta,Serang,11853242.325633073,0,0,56.610213295461634,154.55098015381816,Deadbuoy,0,S1,0.417661072701133
40.0,Laki-laki,Pegawai swasta,Tanjungselor,4883516.39501347,0,0,46.150147070112425,151.64844026850707,Pantone,0,S1,0.16267209177073133
36.0,Laki-laki,Pegawai swasta,Pontianak,5193230.777909234,0,0,67.96682422916106,159.03213588466116,Deadbuoy,1,SMA,0.2928917943122223
38.0,Laki-laki,Freelance,Samarinda,4310092.322340907,0,0,50.53955343665711,154.21309420808822,Deadbuoy,0,SMA,0.07664638115085079
42.0,Perempuan,PNS,Palembang,9989077.130366042,0,0,94.72620614966198,170.40024179666182,Moonsilk,0,SMA,0.3350611536800292
38.0,Perempuan,PNS,Makassar,5451652.736639703,0,1,55.49242213414176,156.35865580436047,Merpati,1,SMA,0.63098411612592
33.0,Laki-laki,Pegawai swasta,Bengkulu,5757412.4037094675,0,0,59.14067766156386,152.69428087670394,Shoulder & Head,0,S2,0.24382000666407286
41.0,Perempuan,Pegawai swasta,Banda Aceh,3822512.4428167953,0,0,50.87168233482034,162.93774829494427,Deadbuoy,1,SD,0.35736290004308713
45.0,Laki-laki,PNS,Surabaya,5315533.170781391,0,0,60.13927940237416,157.79091022531824,Pantone,0,S3,0.41947070389058844
47.0,Laki-laki,Pegawai swasta,Jambi,13110042.525811136,0,0,56.22206072555134,160.9174037940072,Merpati,1,SMA,0.4656403434954617
18.0,Laki-laki,PNS,Palangkaraya,15506721.817972055,0,0,62.20594506814149,168.88739641427333,Shoulder & Head,0,S1,0.4116516051999928
52.0,Perempuan,PNS,Semarang,8718016.113552764,0,1,47.23379254420315,159.98238209644813,Merpati,0,S1,0.6674313279871421
25.0,Perempuan,PNS,Banda Lampung,6402938.585444943,0,0,64.7688144655126,166.32874731213298,Shoulder & Head,0,SMA,0.1678786017088745
31.0,Laki-laki,PNS,Gorontalo,6869327.871123262,0,1,50.3211565796437,150.68356894961684,Shoulder & Head,0,SD,0.6492482355976648
41.0,Laki-laki,PNS,Semarang,6252184.58177527,0,1,86.50022821860028,166.55205239774943,Pantone,1,SMP,0.987044644053293
57.0,Laki-laki,PNS,Palangkaraya,12463087.185444135,0,0,52.579544035139875,155.06979910798918,Moonsilk,1,S1,0.6317999983373788
54.0,Laki-laki,,Pontianak,8812942.751437943,0,1,53.45668565353523,158.40831366245234,Merpati,0,S2,0.6390600588600484
46.0,Laki-laki,Pegawai swasta,Pangkalpinang,6172531.149574266,0,1,51.62386958251442,152.80305265954448,Moonsilk,1,S2,0.800752276132462
43.0,Laki-laki,Freelance,Kendari,18139453.736804493,0,0,56.3678286345053,161.7559966769425,Shoulder & Head,0,S1,0.22006057253654115
49.0,Laki-laki,Pegawai swasta,Makassar,8897277.11066166,0,0,72.49174145188047,164.53101472414053,Deadbuoy,1,S1,0.37854063313748204
31.0,Perempuan,PNS,Gorontalo,7909546.82390297,0,0,53.40942394076525,166.98616332569202,Deadbuoy,0,S1,0.21467275718629703
27.0,Laki-laki,Pegawai swasta,Palu,26604909.86750064,0,1,49.025584242540695,160.972423305346,Pantone,1,S2,0.6780109498621498
43.0,Laki-laki,Pegawai swasta,Ambon,16703947.09110194,0,0,59.87531816644736,161.1746373516035,Deadbuoy,1,S2,0.487071287204312
35.0,Laki-laki,Pegawai swasta,Bengkulu,8373929.886734778,0,0,46.02475807771146,156.24415694335116,Deadbuoy,1,S1,0.339849915128068
31.0,Perempuan,PNS,Jambi,10408628.69743572,0,1,51.18996201876949,154.64692196256755,Shoulder & Head,0,S1,0.5201417424889533
45.0,Perempuan,Pegawai swasta,Jayapura,6757311.340089318,0,0,49.955824316524854,159.38292130568132,Shoulder & Head,1,S1,0.2876136307060785
24.0,Laki-laki,PNS,Palangkaraya,9520109.904379807,0,0,47.629206216816065,142.35305628716924,Pantone,1,S1,0.3801115705507911
46.0,Laki-laki,Pegawai swasta,Ambon,17745635.075960875,0,1,61.784741620010124,162.57107167640982,Moonsilk,1,S3,0.7214821427045072
